m1,m2,a1,a2,Dl_s,z_merger,d2N_dzdt,duration_time,Mean_SNR
1934.19,390.825,0.998,0.364081,88530.28749631338,8.52738,2.2594003465626248e-11,142260.23084299124,7.154287274209046
447.804,122.648,0.451246,0.9389,72717.86533306073,7.18359,7.9629211845151e-10,1579296.5892226987,2.719475976275203
335.534,262.281,0.275818,0.98249,113869.2469398244,10.6399,3.449844108856308e-10,556522.0309883435,2.882353097278365
651.555,547.015,0.998,0.998,19569.162060851144,2.36778,1.825083543048581e-09,1369021.1798920678,10.869377387071374
1012.39,368.008,0.997957,0.925387,131310.8043884541,12.072,2.454249792206426e-11,143198.5017934146,4.817290087949288
398.44,310.659,0.454355,0.850289,131084.3280163543,12.0535,2.9965724176701845e-11,346010.5464127093,3.142136482484691
1004.37,889.646,0.998,0.998,52293.2668436615,5.4058,2.2525722968126616e-11,217824.55353443988,9.863875360551766
587.204,377.311,0.950933,0.934772,63988.325716323794,6.43059,2.8575821693548064e-11,547798.9952642459,5.171758179874766
547.107,298.752,0.983947,0.894926,173096.07370905834,15.4503,1.0202398785874496e-11,189004.46632640605,3.1917767462812336
576.97,555.223,0.974058,0.967723,122582.98694830664,11.3573,2.085794040608153e-11,171208.64751188416,4.732264297064638
799.764,604.569,0.998,0.998,121601.56975275282,11.2767,1.8004202505355935e-11,123213.54175709643,5.606743873922361
768.171,421.031,0.169146,0.998,63887.86247025142,6.42187,1.0819034631264448e-10,403183.9139627895,5.986823243107831
2680.74,1928.38,0.998,0.998,95042.5665540834,9.07456,1.1901426540926003e-11,23810.07408153096,16.18894887792246
557.278,497.842,0.87453,0.638868,153462.7751507358,13.871,8.744922080014967e-10,141823.79540335078,4.141373294866495
544.622,499.603,0.998,0.998,98511.50913392604,9.36474,1.1190138037923451e-10,263022.3554340265,4.778018192630931
1207.99,484.106,0.994281,0.998,63995.814980984,6.43124,3.266371390746313e-11,250273.33936345525,7.529017024708207
243.546,122.222,0.642065,0.7285,178784.7117199596,15.9056,2.275682140619813e-11,749893.1840827244,1.5922840658499482
502.413,346.07,0.995537,0.77684,135641.3392878801,12.4253,5.945752216942791e-12,249552.40965395613,3.5581260894468847
266.344,217.412,0.301373,0.386095,221735.0147489849,19.3155,2.525060166784724e-11,311517.2061408065,1.951968398971908
450.331,229.032,0.932353,0.998,98735.28719889012,9.38343,3.484230995484681e-11,599446.0378370106,3.2103458348991736
889.872,419.118,0.947415,0.894112,150747.08977012118,13.6515,3.145653445948257e-11,116204.6868010924,4.650701332069536
4545.85,3098.45,0.998,0.998,18657.75394015144,2.27657,1.1688664507847358e-10,67251.10657226358,49.273374031975855
